epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.6708300113677979,1.0595406293869019,0.001,0.8172000050544739,0.5390394330024719
1,0.739080011844635,0.8910648226737976,0.001,0.8806999921798706,0.3304765522480011
2,0.7473499774932861,0.8461604714393616,0.001,0.8633999824523926,0.3777925968170166
3,0.7620099782943726,0.7935347557067871,0.001,0.8899999856948853,0.31802889704704285
4,0.7443600296974182,0.840011477470398,0.001,0.8212000131607056,0.5063909888267517
5,0.7574899792671204,0.7981984615325928,0.001,0.9007999897003174,0.2734694182872772
6,0.7702000141143799,0.7515249252319336,0.001,0.9028000235557556,0.2751992344856262
7,0.7711300253868103,0.7435423731803894,0.001,0.8669000267982483,0.37007245421409607
8,0.7824100255966187,0.7112997770309448,0.001,0.8944000005722046,0.294412761926651
9,0.786109983921051,0.6865825653076172,0.001,0.9075999855995178,0.2683155834674835
10,0.7924500107765198,0.6743692755699158,0.001,0.9154000282287598,0.24889865517616272
11,0.7949000000953674,0.66377192735672,0.001,0.9099000096321106,0.25861793756484985
12,0.7757499814033508,0.7264919281005859,0.001,0.8636000156402588,0.42832714319229126
13,0.7891499996185303,0.6897919774055481,0.001,0.9003999829292297,0.27953383326530457
14,0.7881900072097778,0.6837056279182434,0.001,0.9182999730110168,0.23459577560424805
15,0.7875800132751465,0.679298996925354,0.001,0.8328999876976013,0.43974316120147705
16,0.777679979801178,0.7126584649085999,0.001,0.9035000205039978,0.2690664827823639
17,0.7816500067710876,0.7114743590354919,0.001,0.916100025177002,0.24027006328105927
18,0.7833700180053711,0.6919159293174744,0.001,0.9083999991416931,0.26534029841423035
19,0.7830100059509277,0.6921970248222351,0.00020000001,0.9067999720573425,0.2575145959854126
20,0.7981799840927124,0.6492259502410889,0.001,0.9079999923706055,0.31782448291778564
21,0.8033900260925293,0.6373227834701538,0.001,0.9097999930381775,0.25837692618370056
22,0.778659999370575,0.7115444540977478,0.001,0.9028000235557556,0.28132370114326477
23,0.7918300032615662,0.6853153109550476,0.001,0.9139999747276306,0.24182212352752686
24,0.795199990272522,0.6620782613754272,0.00020000001,0.9154000282287598,0.2419172078371048
