epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.6098600029945374,1.7624000310897827,0.001,0.7562999725341797,1.5525628328323364
1,0.6978999972343445,1.6352674961090088,0.001,0.7785000205039978,1.5190740823745728
2,0.7234799861907959,1.598941683769226,0.001,0.7950000166893005,1.4986580610275269
3,0.7386199831962585,1.576910138130188,0.001,0.802299976348877,1.484816074371338
4,0.7506099939346313,1.5615564584732056,0.001,0.8115000128746033,1.4739727973937988
5,0.7575299739837646,1.5500316619873047,0.001,0.8183000087738037,1.4656790494918823
6,0.7643399834632874,1.541060209274292,0.001,0.8230999708175659,1.4588004350662231
7,0.7704600095748901,1.5328246355056763,0.001,0.828000009059906,1.4533227682113647
8,0.7748200297355652,1.5263092517852783,0.001,0.8317999839782715,1.4477547407150269
9,0.7798299789428711,1.519836664199829,0.001,0.8374000191688538,1.442914605140686
